Date,Open,High,Low,Close,Adj Close,Volume
2020-02-18,2199.949951,2221.000000,2186.050049,2215.750000,2151.676514,2486223
2020-02-19,2215.750000,2230.000000,2190.500000,2196.350098,2132.837891,1760463
2020-02-20,2204.500000,2214.399902,2151.250000,2156.800049,2094.431396,2317278
2020-02-24,2156.000000,2178.949951,2106.699951,2115.350098,2054.180176,3092877
2020-02-25,2115.500000,2176.649902,2111.000000,2156.149902,2093.799805,2674567
2020-02-26,2154.000000,2163.899902,2112.949951,2123.600098,2062.191162,2686842
2020-02-27,2119.949951,2119.949951,2086.199951,2105.500000,2044.614868,2349001
2020-02-28,2068.000000,2069.500000,1990.000000,2000.150024,1942.311035,4298076
2020-03-02,2035.000000,2053.949951,1985.699951,2001.300049,1943.428101,2667076
2020-03-03,2020.000000,2060.000000,2012.000000,2036.199951,1977.318726,2757585
2020-03-04,2056.000000,2094.449951,2025.000000,2083.199951,2022.959717,3237002
2020-03-05,2085.699951,2147.750000,2084.050049,2125.050049,2063.599365,3937056
2020-03-06,2098.000000,2123.649902,2071.600098,2116.449951,2055.248047,2595027
2020-03-09,2075.000000,2079.899902,1935.000000,1972.349976,1915.314819,4940975
2020-03-11,1933.000000,1987.300049,1920.000000,1953.699951,1897.204224,6796449
2020-03-12,1904.000000,1908.400024,1758.349976,1769.849976,1718.670776,8728786
2020-03-13,1687.900024,1820.000000,1506.050049,1806.300049,1754.067017,8029720
2020-03-16,1755.000000,1842.250000,1675.849976,1696.400024,1647.344971,7844271
2020-03-17,1730.000000,1731.000000,1623.150024,1658.000000,1610.055298,5713248
2020-03-18,1676.800049,1713.550049,1627.750000,1654.400024,1606.559448,7258778
2020-03-19,1559.699951,1685.449951,1546.750000,1636.349976,1600.641357,5135111
2020-03-20,1630.000000,1869.000000,1627.000000,1797.449951,1758.225830,8547498
2020-03-23,1620.000000,1750.000000,1617.750000,1669.699951,1633.263428,7003490
2020-03-24,1653.050049,1770.000000,1632.849976,1703.150024,1665.983643,6350865
2020-03-25,1700.000000,1810.000000,1680.000000,1750.300049,1712.104614,2765520
2020-03-26,1831.599976,1832.050049,1722.550049,1790.949951,1751.867676,4556067
2020-03-27,1820.000000,1850.000000,1750.400024,1824.500000,1784.685547,4331250
2020-03-30,1766.000000,1905.000000,1763.550049,1778.500000,1739.689209,8513547
2020-03-31,1837.400024,1855.000000,1780.000000,1826.099976,1786.250488,3927593
2020-04-01,1825.900024,1834.750000,1702.000000,1708.750000,1671.461426,4941878
2020-04-03,1740.000000,1740.000000,1650.000000,1654.199951,1618.101807,5735369
2020-04-07,1710.000000,1785.849976,1705.000000,1775.199951,1736.461304,5427577
2020-04-08,1760.000000,1806.000000,1701.000000,1705.449951,1668.233521,6285615
2020-04-09,1750.449951,1778.800049,1731.199951,1766.150024,1727.608887,5307397
2020-04-13,1761.000000,1787.000000,1746.000000,1759.250000,1720.859253,2990438
2020-04-15,1785.000000,1812.000000,1727.800049,1735.150024,1697.285278,4761399
2020-04-16,1709.949951,1764.900024,1675.050049,1716.050049,1678.602173,6245533
2020-04-17,1800.000000,1851.949951,1753.000000,1806.199951,1766.785034,9895823
2020-04-20,1830.000000,1830.000000,1802.500000,1818.650024,1778.963135,3244282
2020-04-21,1765.000000,1794.599976,1727.699951,1737.650024,1699.730713,5122541
2020-04-22,1737.650024,1790.000000,1719.150024,1769.500000,1730.885742,3829836
2020-04-23,1780.000000,1900.000000,1760.849976,1878.250000,1837.262573,5934366
2020-04-24,1840.699951,1851.949951,1807.800049,1818.550049,1778.865479,2987102
2020-04-27,1832.300049,1875.000000,1825.000000,1836.599976,1796.521484,3374741
2020-04-28,1865.000000,1868.000000,1832.599976,1859.050049,1818.481689,2678505
2020-04-29,1874.000000,1912.550049,1850.050049,1905.650024,1864.064697,4241510
2020-04-30,1980.000000,2032.000000,1942.199951,2014.449951,1970.490234,5915544
2020-05-04,1966.000000,1966.000000,1913.650024,1930.449951,1888.323364,3729348
2020-05-05,1955.099976,1977.000000,1927.000000,1932.750000,1890.573242,2905528
2020-05-06,1939.800049,1953.699951,1893.599976,1903.599976,1862.059448,3517431
2020-05-07,1910.000000,1934.449951,1883.349976,1891.650024,1850.370361,3166754
2020-05-08,1939.099976,1939.500000,1886.250000,1893.400024,1852.082031,2686530
2020-05-11,1909.000000,1951.400024,1909.000000,1935.300049,1893.067627,2449841
2020-05-12,1933.400024,1956.500000,1910.250000,1949.500000,1906.957642,3256595
2020-05-13,1994.000000,1994.000000,1925.650024,1949.650024,1907.104492,2656665
2020-05-14,1910.000000,1923.099976,1891.099976,1902.349976,1860.836792,2263146
2020-05-15,1916.000000,1917.400024,1865.199951,1892.900024,1851.593018,3173682
2020-05-18,1907.000000,1952.949951,1872.099976,1945.599976,1903.142822,3727694
2020-05-19,1903.000000,1966.449951,1903.000000,1948.650024,1906.126343,3198693
2020-05-20,1950.000000,1962.900024,1931.699951,1953.599976,1910.968262,2778505
2020-05-21,1946.000000,1998.000000,1941.150024,1991.199951,1947.747681,3400908
2020-05-22,1977.099976,2032.000000,1961.250000,2020.349976,1976.261597,3663418
2020-05-26,2015.000000,2024.000000,1925.000000,1943.000000,1900.599609,4575317
2020-05-27,1959.000000,2010.000000,1941.250000,2005.300049,1961.540161,3482160
2020-05-28,1988.500000,2014.000000,1971.300049,2004.300049,1960.561890,3475681
2020-05-29,1982.000000,2002.650024,1962.400024,1972.349976,1929.309204,7237735
2020-06-01,1990.000000,2060.000000,1981.099976,2045.250000,2000.618164,3747773
2020-06-02,2060.199951,2081.000000,2040.050049,2047.150024,2002.477173,2443886
2020-06-03,2051.850098,2063.750000,2020.000000,2046.150024,2007.382080,3699799
2020-06-04,2046.750000,2100.000000,2046.750000,2091.550049,2051.922119,4048593
2020-06-05,2091.600098,2098.000000,2040.300049,2048.250000,2009.442383,3573289
2020-06-08,2078.250000,2095.000000,2062.100098,2071.750000,2032.497070,2957841
2020-06-09,2063.100098,2095.500000,2060.250000,2072.050049,2032.791504,2909439
2020-06-10,2077.050049,2132.000000,2073.500000,2108.750000,2068.796143,5168397
2020-06-11,2100.000000,2105.000000,2061.800049,2067.649902,2028.474609,2269513
2020-06-12,2011.199951,2049.199951,2011.000000,2039.500000,2000.858154,2842642
2020-06-15,2039.099976,2059.000000,2000.949951,2029.900024,1991.440063,2399022
2020-06-16,2065.000000,2073.949951,2031.000000,2045.800049,2007.038696,2146528
2020-06-17,2046.000000,2058.850098,2026.550049,2047.800049,2009.000854,2703527
2020-06-18,2045.000000,2059.199951,2025.199951,2038.099976,1999.484741,1944389
2020-06-19,2042.000000,2090.000000,2032.000000,2044.599976,2005.861328,5681758
2020-06-22,2050.000000,2052.250000,2019.150024,2027.949951,1989.526978,3196138
2020-06-23,2027.000000,2044.000000,2010.000000,2035.300049,1996.737671,4205944
2020-06-24,2034.000000,2064.250000,2031.599976,2042.199951,2003.506714,2560937
2020-06-25,2035.000000,2060.000000,2009.250000,2016.099976,1977.901489,3043931
2020-06-26,2025.000000,2132.000000,2019.949951,2118.850098,2078.704834,6300722
2020-06-29,2108.000000,2127.600098,2091.300049,2101.649902,2061.830566,3076341
2020-06-30,2100.000000,2111.899902,2075.050049,2082.149902,2042.699951,3071725
2020-07-01,2079.699951,2113.949951,2079.500000,2092.050049,2052.412598,2503466
2020-07-02,2102.000000,2165.000000,2098.000000,2157.149902,2116.278809,3758699
2020-07-03,2163.649902,2205.000000,2160.250000,2199.649902,2157.973145,4185208
2020-07-06,2205.000000,2269.899902,2205.000000,2263.199951,2220.319580,5190366
2020-07-07,2275.000000,2302.699951,2232.149902,2269.899902,2226.892822,5630055
2020-07-08,2270.000000,2274.399902,2207.600098,2218.899902,2176.858887,2793358
2020-07-09,2229.000000,2244.500000,2191.050049,2204.350098,2162.584961,3443998
2020-07-10,2205.250000,2249.850098,2176.000000,2222.350098,2180.243652,9610320
2020-07-13,2220.000000,2244.949951,2210.000000,2220.000000,2177.938477,2963503
2020-07-14,2210.000000,2239.000000,2165.000000,2171.949951,2130.798828,2976738
2020-07-15,2185.000000,2260.000000,2181.100098,2233.899902,2191.574707,5569321
2020-07-16,2244.000000,2333.000000,2220.100098,2234.750000,2197.326660,8582118
2020-07-17,2237.000000,2243.899902,2190.050049,2200.750000,2163.896240,4509135
2020-07-20,2201.000000,2226.899902,2190.800049,2207.899902,2170.926270,2952646
2020-07-21,2230.000000,2238.649902,2201.149902,2225.050049,2187.789307,2665286
2020-07-22,2231.000000,2231.000000,2184.199951,2190.949951,2154.260498,2861534
2020-07-23,2190.949951,2190.949951,2163.000000,2171.199951,2134.841064,2265766
2020-07-24,2154.500000,2163.000000,2125.100098,2157.399902,2121.272217,3665100
2020-07-27,2165.000000,2215.000000,2163.500000,2206.800049,2169.845215,4248480
2020-07-28,2215.000000,2320.000000,2215.000000,2309.750000,2271.070801,8092319
2020-07-29,2292.000000,2342.000000,2246.050049,2276.050049,2237.935303,6090431
2020-07-30,2285.899902,2358.000000,2272.250000,2279.500000,2241.327393,7098496
2020-07-31,2303.149902,2334.800049,2257.449951,2281.399902,2243.195557,4723290
2020-08-03,2290.449951,2303.850098,2230.699951,2254.149902,2216.401855,4012337
